run_id,wallclock_seconds_total,algo_name,env_name,learning_rate,batch_size,nn_arch_depth,cpu_cores_logical,ram_total_gb,final_perf,steps_to_threshold,episodic_reward_mean,plateau_reward
worm_highcapacity_r2,6925.0,ppo,Worm,0.0003,2024,4,20,23.71471405029297,782.1888427734375,,421.7104389769232,939.0479
