run_id,wallclock_seconds_total,algo_name,env_name,learning_rate,batch_size,nn_arch_depth,cpu_cores_logical,ram_total_gb,final_perf,steps_to_threshold,episodic_reward_mean,plateau_reward
worm_baseline_r2,3815.0,ppo,Worm,0.0003,2024,3,20,23.71471405029297,1008.4926147460938,3870000,578.8910370501216,939.0479
