run_id,wallclock_seconds_total,algo_name,env_name,learning_rate,batch_size,nn_arch_depth,cpu_cores_logical,ram_total_gb,final_perf,steps_to_threshold,episodic_reward_mean,plateau_reward
worm_baseline_r1,3945.0,ppo,Worm,0.0003,2024,3,20,23.71471405029297,825.5999755859375,,460.90896314989305,939.0479
